author,title,tag,partition,funs,like,coins,collect,share,danmu,reply,time,like_rate,views
海鸟视频,泪目！流浪猫咪意识到自己被收养下秒紧紧抱住主人：终于有家了,动物圈 喵星人,animal,49428,31077,728,2996,243,223,590,135,0.084481198,367857
肥皂的日记,沉浸式洗狗，这狗是褪色了吗哈哈哈,动物圈 汪星人,animal,15826,5220,157,1386,2743,78,137,58.96666667,0.034694067,150458
皮皮泡和泡泡皮,热血沸腾了！超励志飞行训练记录！进击的馄饨皮！,动物圈 动物综合,animal,4186,53200,125,2507,570,59,389,277.2833333,0.130876528,406490
桥头小何,小伙把“红火蚁”窝塞满鞭炮，淋上汽油一把火下去，太痛快了,动物圈 动物综合,animal,303731,210353,99551,10529,2231,10286,5477,432.2,0.06041446,3481832
隔壁老李的矿山日记,强行把收养了几个月的狗子抱进屋，它一脸懵…,动物圈 汪星人,animal,143247,10079,3024,340,65,790,320,69.7,0.081815378,123192
生活充滿希望,隔着屏幕都能感受到狗子的开心,动物圈 汪星人,animal,101922,389987,19161,101175,25052,3166,1369,432.6166667,0.102153601,3817653
柴犬ShiroSuki,柴爸叫小柴们去睡觉，它们还反抗？像极了爸妈催你的样子,动物圈 汪星人,animal,46674,4339,213,470,325,43,92,85.53333333,0.023814097,182203
哏儿都天津人,天津人养的狗,动物圈 汪星人,animal,15325,85633,1553,16167,19794,178,506,468.15,0.060686313,1411076
比鲁斯雯_,王思聪家的狗很值钱？和霍思燕家的比差了点...,动物圈 汪星人,animal,1202,43766,40,1302,12,17,114,518.65,0.121414384,360468
一只喵可酱,这只不是奶思哦～,动物圈 汪星人,animal,79750,12437,95,233,20,77,199,65.15,0.108561303,114562
妄妄是,《蜜蜂蛰狗受害者联盟》,动物圈 汪星人,animal,69,7751,1787,5279,13790,375,395,303.85,0.017395734,445569
猫咪胖呀,猫:优雅永不过时！,动物圈 喵星人,animal,2725,10148,92,1277,2133,140,265,110.8166667,0.047318627,214461
豪言の秘书,二哈:最近头好痒，是不是要长脑子了？,动物圈 汪星人,animal,3437,4550,272,712,419,118,48,71.08333333,0.031921088,142539
小一说电影,翼龙妈妈拒绝啃老，把三个孩子全部扔下悬崖，恐龙真会玩,动物圈 野生动物,animal,4758,837,59,628,3,5,19,181.9333333,0.000910075,919704
加州爬宠大叔Jay,世界记录运动员Zion来了！大叔带他参观动物园的“大宝贝”们！【Jay】,动物圈 动物综合,animal,211790,7090,1486,450,173,422,177,63.41666667,0.055944387,126733
成都龙猫谷店,我说龙猫不能抓尾巴，有错吗？,动物圈 动物综合,animal,5466,37377,30,1678,38,38,182,671.2166667,0.138937109,269021
山里头的熊,这只小猫咪普通话等级颇高哇,动物圈 喵星人,animal,170307,9308,3535,659,614,1058,537,58.68333333,0.105439634,88278
大熊苏尔,生活不容易！还好有小熊陪着我,动物圈 野生动物,animal,597983,14782,4562,1220,347,435,435,87.41666667,0.082892199,178328
颂珂不听话,无脸羊的智商有多高,动物圈 动物综合,animal,637471,70208,1247,2574,511,304,562,162.8333333,0.068347246,1027225
月下Van,彻底消除你对蜘蛛的恐惧，把蜘蛛调教到让你随意摩擦,动物圈 爬宠,animal,11987,10263,882,2126,2095,790,1498,137.5,0.039514415,259728
柴府三小只,今天是相亲相爱的一家人,动物圈 汪星人,animal,162830,10664,185,444,191,35,140,38.58333333,0.103037799,103496
快乐治愈小分队,狗狗：找到组织了！,动物圈 汪星人,animal,531978,64303,3391,14616,3069,402,543,212.7,0.08943406,718999
快看视频资讯,狗狗失踪15天后带着“女友”回家，主人满脸惊讶，一连串反应亮了,动物圈 汪星人,animal,74153,32894,96,1568,784,88,338,164.55,0.088082582,373445
InkHeart墨水心,懶,动物圈 爬宠,animal,36089,5251,119,487,246,76,326,58.3,0.040643988,129195
逗比的花落鸭,耍猴呢你,动物圈 动物综合,animal,237291,11524,268,165,29,57,67,61.75,0.115623871,99668
keai草,建议不要把猫抓板放卧室,动物圈 喵星人,animal,233860,27934,1040,1533,672,304,377,110.0166667,0.08188259,341147
Hosico猫,猫咪冻jio名场面！,动物圈 喵星人,animal,164703,66480,3058,9283,5910,784,630,378.8166667,0.039397493,1687417
蒙面鸟哥,三只柯尔鸭河边玩水的乐趣,动物圈 动物综合,animal,409170,11019,1341,420,140,702,526,38.96666667,0.131916677,83530
铭湫锅锅,梅菜扣肉咬人事件,鬼畜 鬼畜剧场,kichiku,79377,233944,12567,55452,35013,2462,3418,124.45,0.052500933,4455997
自动鬼畜中的WZ,说 唱 薪 逝 贷,鬼畜 鬼畜调教,kichiku,585996,327379,92426,99024,39660,10804,2329,148.3666667,0.071283029,4592664
月落星不落,“谁说睡在白宫的才算总统”,鬼畜 人力VOCALOID,kichiku,30222,36552,15200,7739,3821,758,944,58.61666667,0.075292295,485468
一只小罗曼,天  皇  陛  下,鬼畜 鬼畜剧场,kichiku,25339,38463,3475,6609,2174,946,898,57.86666667,0.081495968,471962
鲜榨河豚Official,【王喜顺】病名为对对对,鬼畜 人力VOCALOID,kichiku,23664,28604,16491,7897,3657,566,1362,52.85,0.093864545,304737
快乐阿依,极 限 拉 扯,鬼畜 鬼畜剧场,kichiku,166984,35354,2935,5846,1946,661,685,58.4,0.089684074,394206
深海色带鱼,⚡人 类 带 货 天 花 板⚡,鬼畜 鬼畜调教,kichiku,1074944,197922,54362,47684,28118,1681,2032,147.8666667,0.069993443,2827722
晏策去月光林地了,妈 妈 洗 脚,鬼畜 鬼畜剧场,kichiku,244279,59205,13437,16143,15210,886,1483,109.8666667,0.05781456,1024050
伊丽莎白鼠,⚡朝你大胯捏两把⚡,鬼畜 鬼畜调教,kichiku,6368366,294817,120530,46379,15892,5221,7833,132.8666667,0.13568679,2172776
小猪要吃好果子,迪 迦 奥 特 工,鬼畜 鬼畜剧场,kichiku,30161,56671,9769,14282,8642,1367,1063,128.9,0.057172344,991231
卑鄙的南瓜骨头,学 渣 穿 山 甲,鬼畜 鬼畜剧场,kichiku,698528,43285,2607,5185,1858,806,392,98.1,0.071658213,604048
黑猫的泪水,送 错 屋,鬼畜 鬼畜剧场,kichiku,26638,25861,3420,6407,2965,251,403,29.13333333,0.074248358,348304
潮汕好男人,巴 啦 啦 小 特 工,鬼畜 人力VOCALOID,kichiku,1701350,27366,5934,5271,2508,647,689,30.26666667,0.101338666,270045
结城梨斗_,反 向 带 货,鬼畜 鬼畜调教,kichiku,37678,558438,300642,256896,274407,9854,10094,315.2166667,0.06462494,8641215
阿攸丶,心 灵 鸡 汤,鬼畜 鬼畜剧场,kichiku,180736,47187,7820,11041,4048,1241,906,106.8833333,0.09178261,514117
不吃草的蒙牛,全 明 星 小 超 市,鬼畜 鬼畜剧场,kichiku,135309,175019,5333,38494,12475,1004,488,267.6666667,0.08920161,1962061
夜雨星繁y,⚡樱 桃 小 特 工⚡,鬼畜 鬼畜调教,kichiku,197281,18881,7390,5838,2485,316,504,76.68333333,0.077709502,242969
鸡鸡·夫斯基,杰 霸 题,鬼畜 鬼畜调教,kichiku,727190,62785,11786,18333,6362,905,642,121.2,0.098402613,638042
意大利炮点火负责人,玩 笑 大 师,鬼畜 鬼畜剧场,kichiku,797,19540,3933,5221,1522,745,410,80.81666667,0.08240032,237135
推背兔の,【特效向】三 国 第 一 猛 将,鬼畜 鬼畜剧场,kichiku,1001737,189516,82222,58619,34683,5436,4013,171.8833333,0.072056631,2630098
暂离二度,人 类 高 质 量 口 丰 女 仆,鬼畜 鬼畜调教,kichiku,83203,13546,2365,4344,1008,113,409,76.73333333,0.05604422,241702
爱吃波肉的肥羊,杰 克 奥 特 工,鬼畜 鬼畜剧场,kichiku,74226,15898,2891,3494,1467,511,562,74.95,0.070590325,225215
金渐层烤猪,反 向 卧 底,鬼畜 鬼畜剧场,kichiku,242447,33397,6184,7429,2825,1515,758,100.7166667,0.104324873,320125
颜白Simon,【能转】铃声小向晚,鬼畜 鬼畜调教,kichiku,447,10807,4267,6113,1257,220,964,81.4,0.086919804,124333
白勺啊达,【罗翔】不法者（孤勇者）,鬼畜 人力VOCALOID,kichiku,457553,42430,25304,11137,3459,1106,614,147.4833333,0.090106735,470886
看13,24岁 唱画离弦,鬼畜 鬼畜调教,kichiku,730,55582,6276,24530,10304,238,715,266.2833333,0.069809181,796199
小猪P_,⚡D J 特 工⚡,鬼畜 人力VOCALOID,kichiku,305569,21179,3189,4753,1316,304,450,96.4,0.078962184,268217
城之悠二,叉 叉 侠,鬼畜 鬼畜调教,kichiku,130655,106655,38942,30337,13823,1995,1756,200.9,0.059874609,1781306
银教右护法,【误解系】济世神医——华佗克斯(当剑魔变成大善人),鬼畜 鬼畜调教,kichiku,4008,7943,5190,3723,2947,346,467,46.88333333,0.067971384,116858
圣剑少女の爱,【泠鸢rap】她开着邻居家的TOYOTA 追着日落（失恋阵线联盟）,鬼畜 鬼畜调教,kichiku,539363,14564,5326,2748,234,290,530,27.9,0.162271172,89751
雪月丶orz,【剑魔】朗诵《蜀道难》——绝对是你听过最难忘的版本,鬼畜 鬼畜剧场,kichiku,7451,8351,3115,2720,3885,269,415,82.05,0.047443742,176019
BoomY苞米,二 次 员,鬼畜 鬼畜剧场,kichiku,11086,13201,927,3137,1802,330,441,102.65,0.064506829,204645
是真白阿,⚡穿 山 甲 克 逊⚡,鬼畜 鬼畜调教,kichiku,53052,10085,2817,2869,786,176,293,53.78333333,0.090967311,110864
星尘宝宝的提款姬,A U 敢 杀 我 的 马 ？！,鬼畜 鬼畜调教,kichiku,615,8231,5439,3512,1008,309,879,29.91666667,0.124536638,66093
惜缘、过去,“这是一个审核了五年的鬼畜视频”,鬼畜 人力VOCALOID,kichiku,814619,644208,385758,200743,25888,8719,7425,605.8666667,0.121028917,5322761
枪弹轨迹,穿山甲的喝汤生活,鬼畜 鬼畜调教,kichiku,2430294,46046,6774,7800,1702,1108,1094,109.4,0.13720705,335595
茶咩cc,有 点 大 病,鬼畜 鬼畜剧场,kichiku,124575,43376,5615,13115,4188,745,523,148.8,0.063391572,684255
EdaK丶,⚡清 朝 特 工⚡,鬼畜 鬼畜调教,kichiku,833,9187,1714,2317,379,187,273,85.83333333,0.071572141,128360
狗辉大师,这核动力罩，你把握得住吗？,鬼畜 鬼畜剧场,kichiku,263314,64361,28949,27078,13195,2133,1602,268.4666667,0.051115087,1259139
王几厌,代 号：穿 山 甲,鬼畜 鬼畜剧场,kichiku,1422,32891,2503,6522,4235,634,494,147.7,0.08334537,394635
有些东西太上头,鸡 汤 没 咯,鬼畜 鬼畜剧场,kichiku,126,9928,639,1768,474,199,211,74.16666667,0.081916219,121197
白熊ONEヽ,对王之王——高级特工,鬼畜 鬼畜剧场,kichiku,455694,9917,1847,2132,1012,383,252,46.98333333,0.103933261,95417
你的硬币是我dio哒,王 大 队 长 你 闭 嘴 吧,鬼畜 鬼畜剧场,kichiku,395799,43553,5212,9978,3171,991,578,130.9833333,0.087612576,497109
大瓜正是在下,⚡开 摆 超 人⚡,鬼畜 人力VOCALOID,kichiku,3433,42996,10885,16326,8076,603,542,198.6166667,0.088062346,488245
橙某,哥 谭 法 医,鬼畜 鬼畜剧场,kichiku,281598,9594,1315,1945,621,175,185,51.45,0.101169449,94831
浅澄月,心灵控制是吧,鬼畜 鬼畜剧场,kichiku,1137574,25517,5974,5949,5511,877,859,106.1833333,0.066760505,382217
我不是青丝,技 高 一 筹,鬼畜 鬼畜剧场,kichiku,32214,9317,1671,2310,687,295,224,34.2,0.109533159,85061
小麦坐上时光机,特  工  穿  山  甲  加  入  战  斗,鬼畜 鬼畜剧场,kichiku,427,17148,321,3483,1589,82,197,149.2,0.070440355,243440
可靠de伏特加,⚡电 音 喵 内⚡,鬼畜 鬼畜调教,kichiku,500635,6551,809,1855,68,199,87,50.4,0.063361414,103391
志摩小摩托,爱 汤 如 命,鬼畜 鬼畜剧场,kichiku,613,33847,3416,8679,3057,742,401,153.5166667,0.081408186,415769
芒果蘸沙拉,【越来越离谱系列三】《哈利波特》,鬼畜 鬼畜剧场,kichiku,28478,38905,19552,16039,3196,1509,773,144.7666667,0.084134927,462412
冠希204,亡 牌 特 工,鬼畜 鬼畜剧场,kichiku,137773,19517,4229,5894,1941,792,311,131.4333333,0.070763508,275806
女孩为何穿短裙,三国时期使用注射器画面曝光,鬼畜 鬼畜剧场,kichiku,2171199,180858,62239,50626,19913,5914,2953,387.2666667,0.081303423,2224482
Adol余樂,去给他两耳光，让他以后长长记性,鬼畜 鬼畜调教,kichiku,1452,119357,23067,25752,16954,3179,2259,576.35,0.046742565,2553497
normaleaf,反 客 为 主,鬼畜 鬼畜剧场,kichiku,11494,20598,2729,5917,2096,500,312,132.95,0.091573528,224934
哦呼w,敢 杀 我 的 马？！,鬼畜 鬼畜调教,kichiku,1746075,2830960,2545149,1590808,382751,176027,45125,12057.95,0.044765588,63239648
匿名-Ban仙,喝了105碗鸡汤的你~~,鬼畜 人力VOCALOID,kichiku,17177,7862,1596,2038,561,121,217,97.33333333,0.084982651,92513
TL-Peng,⏰喝汤时间到~⏰,鬼畜 鬼畜调教,kichiku,95038,5685,879,1758,1270,90,183,71.35,0.079325212,71667
中2的星锁,⚡ 蝴 蝶 效 应 ⚡【哥谭噩梦】,鬼畜 鬼畜剧场,kichiku,3018,65990,3907,15267,1678,553,332,265.2833333,0.100810887,654592
会吃饭的欢乐普信男,铁 锅 炖 自 己,鬼畜 鬼畜剧场,kichiku,2768,6349,436,1408,752,266,213,26.13333333,0.084896704,74785
希灵empire,“谁说站在身边的才是女友”,鬼畜 人力VOCALOID,kichiku,7944,3748,2276,1348,783,381,375,51.53333333,0.058656901,63897
藤原宇之,哈 利 波 特 工,鬼畜 鬼畜剧场,kichiku,18336,9096,574,1906,479,552,149,105.9,0.090152236,100896
红豆稀饭中,《猛子劝学》,鬼畜 鬼畜调教,kichiku,1364131,180927,52251,38126,32440,1056,4341,316.9666667,0.065223034,2773974
闲人1943,爱 鸡 如 命,鬼畜 鬼畜剧场,kichiku,123313,12454,1170,2046,570,324,290,107.2333333,0.092471729,134679
在下魔术羊,汤 达 人,鬼畜 鬼畜剧场,kichiku,29859,8994,539,1810,504,424,214,106.3,0.074739484,120338
天下万物皆可鬼畜,潘森！你太BABY了,鬼畜 鬼畜剧场,kichiku,51452,28476,6269,13604,10216,193,313,180.2166667,0.056488344,504104
lilin韩,真。没人喝鸡汤,鬼畜 鬼畜剧场,kichiku,5908,7156,556,2023,721,412,300,103.05,0.090679845,78915
树深时见鹿dear,⚡说 唱 教 师⚡,鬼畜 鬼畜调教,kichiku,653126,4072,495,803,78,27,69,77.33333333,0.042900188,94918
韩车长,香蕉君跳舞真好看,鬼畜 鬼畜调教,kichiku,109,14233,3645,5332,1930,383,544,224.6166667,0.066083509,215379
兔爵IvanRaBbiT,【7 planes】关晓彤怒买七架飞机，取代A妹蜕变为粉色女王！,鬼畜 鬼畜调教,kichiku,1246,3717,1681,1229,835,149,189,61.46666667,0.064822727,57341
神样酱,情  报  有  误,鬼畜 鬼畜剧场,kichiku,726,17824,221,2196,397,145,386,125.4666667,0.065107886,273761
沈默沈默,“谁说站在赛场的才算选手 ”,鬼畜 鬼畜调教,kichiku,61856,67112,59809,27270,17338,2009,5672,298.2666667,0.050611147,1326032
一个大飞丘,世 界 级 烹 饪 特 工,鬼畜 鬼畜剧场,kichiku,18745,5698,393,1232,422,163,139,75.26666667,0.098334628,57945
冬河苑魚谷,玩 阴 的 是 吧,鬼畜 鬼畜剧场,kichiku,792,5420,518,1316,756,193,279,28.81666667,0.097571513,55549
若翰_,宋 江 说 唱,鬼畜 鬼畜调教,kichiku,49226,2993,1105,982,168,118,121,77.98333333,0.042190584,70940
我叫瞬哥qaq,⚡鸡 你 汤 美⚡,鬼畜 鬼畜调教,kichiku,32191,4911,930,1198,492,319,180,30.53333333,0.096437829,50924
熊猫人Olig,没 有 做 不 到 的,鬼畜 音MAD,kichiku,43949,55735,5251,20772,718,362,355,537.8166667,0.118164742,471672
打不倒の西撒,恨 鸡 不 成 汤,鬼畜 鬼畜剧场,kichiku,46646,20202,1488,4972,1934,294,286,146.5166667,0.093580634,215878
蓝色日记本,亚托克斯观看双城之战杰斯片段反应,鬼畜 鬼畜剧场,kichiku,90,10587,1761,2844,6074,155,560,154.3,0.033581273,315265
我叫小渔人,这 菜 都 给 你 吃 完 了,鬼畜 鬼畜剧场,kichiku,264343,5856,585,1174,253,188,153,36.08333333,0.143441519,40825
皮痒的辣目洋葱,【离谱向答题】这 特 么 谁 出 的 题 ！,鬼畜 鬼畜剧场,kichiku,8049,3751,211,486,248,235,154,59.98333333,0.059183641,63379
解题方案,酒  量  测  试,鬼畜 鬼畜剧场,kichiku,5767,39239,4240,7455,2566,645,382,149.9833333,0.098151238,399781
清豫婉,⚡梅菜电肉⚡，做得彳亍不彳亍？,鬼畜 鬼畜调教,kichiku,2778,4246,471,434,126,161,135,24.33333333,0.063358004,67016
快乐阿猫丶,【特效向】全明星の再度之争 · 嗜战,鬼畜 鬼畜剧场,kichiku,13721,4619,626,770,57,115,141,70.81666667,0.094883014,48681
三木刃,使命还在使劲召唤,鬼畜 鬼畜剧场,kichiku,1402053,89535,33298,20826,4910,3737,1068,219.9166667,0.10080829,888171
